Year,Week,Location,Sex,Age band,Deaths,Cause of Death
20,22,Hospital,F,85+,8,COVID-19 mentioned
20,22,Hospital,M,85+,8,COVID-19 mentioned
20,22,Hospital,M,0,2,Non-COVID-19
20,22,Hospital,F,1-14,1,Non-COVID-19
20,22,Hospital,M,1-14,1,Non-COVID-19
20,22,Hospital,F,15-44,5,Non-COVID-19
20,22,Hospital,M,15-44,7,Non-COVID-19
20,22,Hospital,F,45-64,25,Non-COVID-19
20,22,Hospital,M,45-64,27,Non-COVID-19
20,22,Hospital,F,65-74,35,Non-COVID-19
20,22,Hospital,M,65-74,50,Non-COVID-19
20,22,Hospital,F,75-84,54,Non-COVID-19
20,22,Hospital,M,75-84,62,Non-COVID-19
20,22,Hospital,M,85+,42,Non-COVID-19
20,22,Hospital,F,85+,65,Non-COVID-19
20,23,Care Home,M,15-44,1,COVID-19 mentioned
20,23,Care Home,M,65-74,2,COVID-19 mentioned
20,23,Care Home,F,65-74,4,COVID-19 mentioned
20,23,Care Home,F,75-84,3,COVID-19 mentioned
20,23,Care Home,M,75-84,8,COVID-19 mentioned
20,23,Care Home,M,85+,8,COVID-19 mentioned
20,23,Care Home,F,85+,16,COVID-19 mentioned
20,23,Care Home,F,45-64,4,Non-COVID-19
20,23,Care Home,M,45-64,4,Non-COVID-19
20,23,Care Home,M,65-74,10,Non-COVID-19
20,23,Care Home,F,65-74,14,Non-COVID-19
20,23,Care Home,M,75-84,26,Non-COVID-19
20,23,Care Home,F,75-84,38,Non-COVID-19
20,23,Care Home,M,85+,40,Non-COVID-19
20,23,Care Home,F,85+,85,Non-COVID-19
20,23,Home / Non-institution,M,45-64,4,COVID-19 mentioned
20,23,Home / Non-institution,M,75-84,1,COVID-19 mentioned
20,23,Home / Non-institution,F,85+,1,COVID-19 mentioned
20,23,Home / Non-institution,M,85+,1,COVID-19 mentioned
20,23,Home / Non-institution,F,0,1,Non-COVID-19
20,23,Home / Non-institution,F,15-44,8,Non-COVID-19
20,23,Home / Non-institution,M,15-44,29,Non-COVID-19
20,23,Home / Non-institution,F,45-64,23,Non-COVID-19
20,23,Home / Non-institution,M,45-64,61,Non-COVID-19
20,23,Home / Non-institution,F,65-74,32,Non-COVID-19
20,23,Home / Non-institution,M,65-74,51,Non-COVID-19
20,23,Home / Non-institution,F,75-84,43,Non-COVID-19
20,23,Home / Non-institution,M,75-84,60,Non-COVID-19
20,23,Home / Non-institution,F,85+,33,Non-COVID-19
20,23,Home / Non-institution,M,85+,41,Non-COVID-19
20,23,Hospital,M,15-44,1,COVID-19 mentioned
20,23,Hospital,F,45-64,2,COVID-19 mentioned
20,23,Hospital,M,45-64,3,COVID-19 mentioned
20,23,Hospital,F,65-74,2,COVID-19 mentioned
20,23,Hospital,M,65-74,2,COVID-19 mentioned
20,23,Hospital,M,75-84,5,COVID-19 mentioned
20,23,Hospital,F,75-84,8,COVID-19 mentioned
20,23,Hospital,M,85+,7,COVID-19 mentioned
20,23,Hospital,F,85+,9,COVID-19 mentioned
20,23,Hospital,M,0,1,Non-COVID-19
20,23,Hospital,F,0,2,Non-COVID-19
20,23,Hospital,F,15-44,4,Non-COVID-19
20,23,Hospital,M,15-44,8,Non-COVID-19
20,23,Hospital,F,45-64,18,Non-COVID-19
20,23,Hospital,M,45-64,45,Non-COVID-19
20,23,Hospital,F,65-74,38,Non-COVID-19
20,23,Hospital,M,65-74,51,Non-COVID-19
20,23,Hospital,M,75-84,58,Non-COVID-19
20,23,Hospital,F,75-84,72,Non-COVID-19
20,23,Hospital,M,85+,49,Non-COVID-19
20,23,Hospital,F,85+,55,Non-COVID-19
20,23,Other institution,F,85+,1,COVID-19 mentioned
20,24,Care Home,M,65-74,2,COVID-19 mentioned
20,24,Care Home,M,75-84,3,COVID-19 mentioned
20,24,Care Home,F,75-84,7,COVID-19 mentioned
20,24,Care Home,M,85+,8,COVID-19 mentioned
20,24,Care Home,F,85+,14,COVID-19 mentioned
20,24,Care Home,M,15-44,1,Non-COVID-19
20,24,Care Home,F,15-44,2,Non-COVID-19
20,24,Care Home,M,45-64,6,Non-COVID-19
20,24,Care Home,F,45-64,7,Non-COVID-19
20,24,Care Home,M,65-74,9,Non-COVID-19
20,24,Care Home,F,65-74,11,Non-COVID-19
20,24,Care Home,M,75-84,26,Non-COVID-19
20,24,Care Home,F,75-84,45,Non-COVID-19
20,24,Care Home,M,85+,22,Non-COVID-19
20,24,Care Home,F,85+,73,Non-COVID-19
20,24,Home / Non-institution,F,15-44,1,COVID-19 mentioned
20,24,Home / Non-institution,M,45-64,1,COVID-19 mentioned
20,24,Home / Non-institution,M,65-74,1,COVID-19 mentioned
20,24,Home / Non-institution,F,75-84,1,COVID-19 mentioned
20,24,Home / Non-institution,F,85+,3,COVID-19 mentioned
20,24,Home / Non-institution,F,15-44,10,Non-COVID-19
20,24,Home / Non-institution,M,15-44,31,Non-COVID-19
20,24,Home / Non-institution,F,45-64,21,Non-COVID-19
20,24,Home / Non-institution,M,45-64,56,Non-COVID-19
20,24,Home / Non-institution,F,65-74,38,Non-COVID-19
20,24,Home / Non-institution,M,65-74,65,Non-COVID-19
20,24,Home / Non-institution,F,75-84,41,Non-COVID-19
20,24,Home / Non-institution,M,75-84,57,Non-COVID-19
20,24,Home / Non-institution,M,85+,31,Non-COVID-19
20,24,Home / Non-institution,F,85+,50,Non-COVID-19
20,24,Hospital,M,45-64,1,COVID-19 mentioned
20,24,Hospital,M,65-74,1,COVID-19 mentioned
20,24,Hospital,F,65-74,2,COVID-19 mentioned
20,24,Hospital,F,75-84,4,COVID-19 mentioned
20,24,Hospital,M,75-84,9,COVID-19 mentioned
20,24,Hospital,F,85+,10,COVID-19 mentioned
20,24,Hospital,F,0,1,Non-COVID-19
20,24,Hospital,M,0,1,Non-COVID-19
20,24,Hospital,M,1-14,1,Non-COVID-19
20,24,Hospital,F,15-44,3,Non-COVID-19
20,24,Hospital,M,15-44,4,Non-COVID-19
20,24,Hospital,F,45-64,21,Non-COVID-19
20,24,Hospital,M,45-64,26,Non-COVID-19
20,24,Hospital,M,65-74,35,Non-COVID-19
20,24,Hospital,F,65-74,41,Non-COVID-19
20,24,Hospital,F,75-84,51,Non-COVID-19
20,24,Hospital,M,75-84,64,Non-COVID-19
20,24,Hospital,M,85+,47,Non-COVID-19
20,24,Hospital,F,85+,67,Non-COVID-19
20,24,Other institution,F,75-84,2,Non-COVID-19
20,25,Care Home,M,75-84,3,COVID-19 mentioned
20,25,Care Home,M,85+,6,COVID-19 mentioned
20,25,Care Home,F,85+,11,COVID-19 mentioned
20,25,Care Home,F,45-64,2,Non-COVID-19
20,25,Care Home,M,45-64,9,Non-COVID-19
20,25,Care Home,M,65-74,5,Non-COVID-19
20,25,Care Home,F,65-74,8,Non-COVID-19
20,25,Care Home,M,75-84,34,Non-COVID-19
20,25,Care Home,F,75-84,37,Non-COVID-19
20,25,Care Home,M,85+,36,Non-COVID-19
20,25,Care Home,F,85+,85,Non-COVID-19
20,25,Home / Non-institution,F,75-84,1,COVID-19 mentioned
20,25,Home / Non-institution,F,15-44,11,Non-COVID-19
20,25,Home / Non-institution,M,15-44,28,Non-COVID-19
20,25,Home / Non-institution,F,45-64,30,Non-COVID-19
20,25,Home / Non-institution,M,45-64,52,Non-COVID-19
20,25,Home / Non-institution,F,65-74,27,Non-COVID-19
20,25,Home / Non-institution,M,65-74,46,Non-COVID-19
20,25,Home / Non-institution,F,75-84,52,Non-COVID-19
20,25,Home / Non-institution,M,75-84,52,Non-COVID-19
20,25,Home / Non-institution,M,85+,39,Non-COVID-19
20,25,Home / Non-institution,F,85+,53,Non-COVID-19
20,25,Hospital,M,45-64,1,COVID-19 mentioned
20,25,Hospital,F,45-64,2,COVID-19 mentioned
20,25,Hospital,F,65-74,4,COVID-19 mentioned
20,25,Hospital,M,75-84,4,COVID-19 mentioned
20,25,Hospital,F,75-84,8,COVID-19 mentioned
20,25,Hospital,F,85+,4,COVID-19 mentioned
20,25,Hospital,M,85+,5,COVID-19 mentioned
20,25,Hospital,F,0,1,Non-COVID-19
20,25,Hospital,M,0,1,Non-COVID-19
20,25,Hospital,F,15-44,4,Non-COVID-19
20,25,Hospital,M,15-44,5,Non-COVID-19
20,25,Hospital,F,45-64,19,Non-COVID-19
20,25,Hospital,M,45-64,38,Non-COVID-19
20,25,Hospital,M,65-74,37,Non-COVID-19
20,25,Hospital,F,65-74,44,Non-COVID-19
20,25,Hospital,F,75-84,63,Non-COVID-19
20,25,Hospital,M,75-84,80,Non-COVID-19
20,25,Hospital,M,85+,51,Non-COVID-19
20,25,Hospital,F,85+,65,Non-COVID-19
20,25,Other institution,M,65-74,1,Non-COVID-19
20,25,Other institution,F,85+,1,Non-COVID-19
20,26,Care Home,M,65-74,1,COVID-19 mentioned
20,26,Care Home,M,75-84,2,COVID-19 mentioned
20,26,Care Home,F,75-84,5,COVID-19 mentioned
20,26,Care Home,M,85+,1,COVID-19 mentioned
20,26,Care Home,F,85+,8,COVID-19 mentioned
20,26,Care Home,M,15-44,1,Non-COVID-19
20,26,Care Home,F,45-64,7,Non-COVID-19
20,26,Care Home,M,45-64,7,Non-COVID-19
20,26,Care Home,M,65-74,8,Non-COVID-19
20,26,Care Home,F,65-74,16,Non-COVID-19
20,26,Care Home,M,75-84,20,Non-COVID-19
20,26,Care Home,F,75-84,31,Non-COVID-19
20,26,Care Home,M,85+,37,Non-COVID-19
20,26,Care Home,F,85+,83,Non-COVID-19
20,26,Home / Non-institution,M,45-64,2,COVID-19 mentioned
20,26,Home / Non-institution,M,85+,1,COVID-19 mentioned
20,26,Home / Non-institution,F,1-14,1,Non-COVID-19
20,26,Home / Non-institution,M,1-14,1,Non-COVID-19
20,26,Home / Non-institution,F,15-44,9,Non-COVID-19
20,26,Home / Non-institution,M,15-44,27,Non-COVID-19
20,26,Home / Non-institution,F,45-64,24,Non-COVID-19
20,26,Home / Non-institution,M,45-64,35,Non-COVID-19
20,26,Home / Non-institution,F,65-74,22,Non-COVID-19
20,26,Home / Non-institution,M,65-74,56,Non-COVID-19
20,26,Home / Non-institution,F,75-84,61,Non-COVID-19
20,26,Home / Non-institution,M,75-84,67,Non-COVID-19
20,26,Home / Non-institution,M,85+,32,Non-COVID-19
20,26,Home / Non-institution,F,85+,40,Non-COVID-19
20,26,Hospital,M,45-64,1,COVID-19 mentioned
20,26,Hospital,M,65-74,3,COVID-19 mentioned
20,26,Hospital,F,75-84,2,COVID-19 mentioned
20,26,Hospital,M,75-84,4,COVID-19 mentioned
20,26,Hospital,M,85+,2,COVID-19 mentioned
20,26,Hospital,F,85+,4,COVID-19 mentioned
20,26,Hospital,F,0,1,Non-COVID-19
20,26,Hospital,M,0,2,Non-COVID-19
20,26,Hospital,F,1-14,1,Non-COVID-19
20,26,Hospital,M,1-14,3,Non-COVID-19
20,26,Hospital,F,15-44,2,Non-COVID-19
20,26,Hospital,M,15-44,7,Non-COVID-19
20,26,Hospital,F,45-64,24,Non-COVID-19
20,26,Hospital,M,45-64,38,Non-COVID-19
20,26,Hospital,M,65-74,29,Non-COVID-19
20,26,Hospital,F,65-74,36,Non-COVID-19
20,26,Hospital,F,75-84,62,Non-COVID-19
20,26,Hospital,M,75-84,66,Non-COVID-19
20,26,Hospital,M,85+,34,Non-COVID-19
20,26,Hospital,F,85+,78,Non-COVID-19
20,26,Other institution,F,15-44,1,Non-COVID-19
20,26,Other institution,M,15-44,1,Non-COVID-19
20,26,Other institution,M,45-64,1,Non-COVID-19
20,26,Other institution,M,85+,1,Non-COVID-19
20,27,Care Home,F,65-74,1,COVID-19 mentioned
20,27,Care Home,F,75-84,2,COVID-19 mentioned
20,27,Care Home,F,85+,3,COVID-19 mentioned
20,27,Care Home,F,15-44,1,Non-COVID-19
20,27,Care Home,F,45-64,5,Non-COVID-19
20,27,Care Home,M,45-64,6,Non-COVID-19
20,27,Care Home,F,65-74,7,Non-COVID-19
20,27,Care Home,M,65-74,8,Non-COVID-19
20,27,Care Home,F,75-84,20,Non-COVID-19
20,27,Care Home,M,75-84,22,Non-COVID-19
20,27,Care Home,M,85+,38,Non-COVID-19
20,27,Care Home,F,85+,69,Non-COVID-19
20,27,Home / Non-institution,F,85+,1,COVID-19 mentioned
20,27,Home / Non-institution,F,15-44,11,Non-COVID-19
20,27,Home / Non-institution,M,15-44,24,Non-COVID-19
20,27,Home / Non-institution,F,45-64,26,Non-COVID-19
20,27,Home / Non-institution,M,45-64,60,Non-COVID-19
20,27,Home / Non-institution,F,65-74,33,Non-COVID-19
20,27,Home / Non-institution,M,65-74,59,Non-COVID-19
20,27,Home / Non-institution,F,75-84,39,Non-COVID-19
20,27,Home / Non-institution,M,75-84,51,Non-COVID-19
20,27,Home / Non-institution,M,85+,26,Non-COVID-19
20,27,Home / Non-institution,F,85+,55,Non-COVID-19
20,27,Hospital,F,15-44,1,COVID-19 mentioned
20,27,Hospital,M,45-64,2,COVID-19 mentioned
20,27,Hospital,M,75-84,5,COVID-19 mentioned
20,27,Hospital,M,85+,1,COVID-19 mentioned
20,27,Hospital,F,85+,3,COVID-19 mentioned
20,27,Hospital,F,0,1,Non-COVID-19
20,27,Hospital,M,0,1,Non-COVID-19
20,27,Hospital,M,15-44,6,Non-COVID-19
20,27,Hospital,F,15-44,8,Non-COVID-19
20,27,Hospital,F,45-64,27,Non-COVID-19
20,27,Hospital,M,45-64,34,Non-COVID-19
20,27,Hospital,F,65-74,29,Non-COVID-19
20,27,Hospital,M,65-74,49,Non-COVID-19
20,27,Hospital,F,75-84,60,Non-COVID-19
20,27,Hospital,M,75-84,77,Non-COVID-19
20,27,Hospital,M,85+,42,Non-COVID-19
20,27,Hospital,F,85+,57,Non-COVID-19
20,27,Other institution,M,15-44,2,Non-COVID-19
20,27,Other institution,F,45-64,1,Non-COVID-19
20,27,Other institution,F,65-74,2,Non-COVID-19
20,27,Other institution,M,65-74,2,Non-COVID-19
20,27,Other institution,F,75-84,1,Non-COVID-19
20,27,Other institution,M,75-84,2,Non-COVID-19
20,27,Other institution,F,85+,3,Non-COVID-19
20,28,Care Home,F,65-74,1,COVID-19 mentioned
20,28,Care Home,F,75-84,1,COVID-19 mentioned
20,28,Care Home,M,85+,1,COVID-19 mentioned
20,28,Care Home,F,85+,4,COVID-19 mentioned
20,28,Care Home,M,15-44,1,Non-COVID-19
20,28,Care Home,M,45-64,5,Non-COVID-19
20,28,Care Home,F,45-64,8,Non-COVID-19
20,28,Care Home,M,65-74,5,Non-COVID-19
20,28,Care Home,F,65-74,15,Non-COVID-19
20,28,Care Home,M,75-84,26,Non-COVID-19
20,28,Care Home,F,75-84,32,Non-COVID-19
20,28,Care Home,M,85+,31,Non-COVID-19
20,28,Care Home,F,85+,70,Non-COVID-19
20,28,Home / Non-institution,F,85+,1,COVID-19 mentioned
20,28,Home / Non-institution,M,1-14,1,Non-COVID-19
20,28,Home / Non-institution,F,15-44,8,Non-COVID-19
20,28,Home / Non-institution,M,15-44,28,Non-COVID-19
20,28,Home / Non-institution,F,45-64,25,Non-COVID-19
20,28,Home / Non-institution,M,45-64,50,Non-COVID-19
20,28,Home / Non-institution,F,65-74,36,Non-COVID-19
20,28,Home / Non-institution,M,65-74,54,Non-COVID-19
20,28,Home / Non-institution,F,75-84,39,Non-COVID-19
20,28,Home / Non-institution,M,75-84,47,Non-COVID-19
20,28,Home / Non-institution,M,85+,37,Non-COVID-19
20,28,Home / Non-institution,F,85+,47,Non-COVID-19
20,28,Hospital,F,65-74,1,COVID-19 mentioned
20,28,Hospital,M,75-84,3,COVID-19 mentioned
20,28,Hospital,M,85+,1,COVID-19 mentioned
20,28,Hospital,F,1-14,1,Non-COVID-19
20,28,Hospital,M,1-14,1,Non-COVID-19
20,28,Hospital,F,15-44,6,Non-COVID-19
20,28,Hospital,M,15-44,6,Non-COVID-19
20,28,Hospital,F,45-64,23,Non-COVID-19
20,28,Hospital,M,45-64,34,Non-COVID-19
20,28,Hospital,F,65-74,37,Non-COVID-19
20,28,Hospital,M,65-74,45,Non-COVID-19
20,28,Hospital,M,75-84,57,Non-COVID-19
20,28,Hospital,F,75-84,69,Non-COVID-19
20,28,Hospital,M,85+,44,Non-COVID-19
20,28,Hospital,F,85+,68,Non-COVID-19
20,28,Other institution,M,45-64,1,Non-COVID-19
20,28,Other institution,M,75-84,3,Non-COVID-19
20,28,Other institution,M,85+,1,Non-COVID-19
20,28,Other institution,F,85+,2,Non-COVID-19
20,29,Care Home,F,75-84,1,COVID-19 mentioned
20,29,Care Home,F,85+,2,COVID-19 mentioned
20,29,Care Home,F,15-44,1,Non-COVID-19
20,29,Care Home,F,45-64,5,Non-COVID-19
20,29,Care Home,M,45-64,8,Non-COVID-19
20,29,Care Home,F,65-74,11,Non-COVID-19
20,29,Care Home,M,65-74,15,Non-COVID-19
20,29,Care Home,M,75-84,28,Non-COVID-19
20,29,Care Home,F,75-84,29,Non-COVID-19
20,29,Care Home,M,85+,41,Non-COVID-19
20,29,Care Home,F,85+,78,Non-COVID-19
20,29,Home / Non-institution,F,15-44,6,Non-COVID-19
20,29,Home / Non-institution,M,15-44,27,Non-COVID-19
20,29,Home / Non-institution,F,45-64,32,Non-COVID-19
20,29,Home / Non-institution,M,45-64,56,Non-COVID-19
20,29,Home / Non-institution,M,65-74,36,Non-COVID-19
20,29,Home / Non-institution,F,65-74,40,Non-COVID-19
20,29,Home / Non-institution,F,75-84,34,Non-COVID-19
20,29,Home / Non-institution,M,75-84,54,Non-COVID-19
20,29,Home / Non-institution,M,85+,39,Non-COVID-19
20,29,Home / Non-institution,F,85+,49,Non-COVID-19
20,29,Hospital,F,75-84,1,COVID-19 mentioned
20,29,Hospital,M,75-84,2,COVID-19 mentioned
20,29,Hospital,F,0,2,Non-COVID-19
20,29,Hospital,M,0,4,Non-COVID-19
20,29,Hospital,M,1-14,1,Non-COVID-19
20,29,Hospital,F,15-44,6,Non-COVID-19
20,29,Hospital,M,15-44,7,Non-COVID-19
20,29,Hospital,F,45-64,25,Non-COVID-19
20,29,Hospital,M,45-64,30,Non-COVID-19
20,29,Hospital,F,65-74,39,Non-COVID-19
20,29,Hospital,M,65-74,50,Non-COVID-19
20,29,Hospital,M,75-84,68,Non-COVID-19
20,29,Hospital,F,75-84,78,Non-COVID-19
20,29,Hospital,M,85+,48,Non-COVID-19
20,29,Hospital,F,85+,78,Non-COVID-19
20,29,Other institution,F,85+,2,Non-COVID-19
20,30,Care Home,F,75-84,1,COVID-19 mentioned
20,30,Care Home,M,75-84,1,COVID-19 mentioned
20,30,Care Home,F,15-44,1,Non-COVID-19
20,30,Care Home,F,45-64,4,Non-COVID-19
20,30,Care Home,M,45-64,5,Non-COVID-19
20,30,Care Home,F,65-74,6,Non-COVID-19
20,30,Care Home,M,65-74,8,Non-COVID-19
20,30,Care Home,M,75-84,28,Non-COVID-19
20,30,Care Home,F,75-84,35,Non-COVID-19
20,30,Care Home,M,85+,35,Non-COVID-19
20,30,Care Home,F,85+,86,Non-COVID-19
20,30,Home / Non-institution,F,45-64,1,COVID-19 mentioned
20,30,Home / Non-institution,M,75-84,1,COVID-19 mentioned
20,30,Home / Non-institution,F,1-14,1,Non-COVID-19
20,30,Home / Non-institution,F,15-44,11,Non-COVID-19
20,30,Home / Non-institution,M,15-44,28,Non-COVID-19
20,30,Home / Non-institution,F,45-64,31,Non-COVID-19
20,30,Home / Non-institution,M,45-64,47,Non-COVID-19
20,30,Home / Non-institution,F,65-74,30,Non-COVID-19
20,30,Home / Non-institution,M,65-74,40,Non-COVID-19
20,30,Home / Non-institution,M,75-84,46,Non-COVID-19
20,30,Home / Non-institution,F,75-84,55,Non-COVID-19
20,30,Home / Non-institution,M,85+,36,Non-COVID-19
20,30,Home / Non-institution,F,85+,43,Non-COVID-19
20,30,Hospital,F,75-84,1,COVID-19 mentioned
20,30,Hospital,M,75-84,1,COVID-19 mentioned
20,30,Hospital,F,85+,2,COVID-19 mentioned
20,30,Hospital,M,0,1,Non-COVID-19
20,30,Hospital,F,1-14,1,Non-COVID-19
20,30,Hospital,F,15-44,2,Non-COVID-19
20,30,Hospital,M,15-44,7,Non-COVID-19
20,30,Hospital,F,45-64,31,Non-COVID-19
20,30,Hospital,M,45-64,33,Non-COVID-19
20,30,Hospital,F,65-74,22,Non-COVID-19
20,30,Hospital,M,65-74,53,Non-COVID-19
20,30,Hospital,F,75-84,63,Non-COVID-19
20,30,Hospital,M,75-84,64,Non-COVID-19
20,30,Hospital,M,85+,41,Non-COVID-19
20,30,Hospital,F,85+,52,Non-COVID-19
20,30,Other institution,M,15-44,1,Non-COVID-19
20,30,Other institution,F,45-64,1,Non-COVID-19
20,30,Other institution,F,65-74,1,Non-COVID-19
20,30,Other institution,M,65-74,1,Non-COVID-19
20,30,Other institution,F,75-84,2,Non-COVID-19
20,30,Other institution,M,85+,1,Non-COVID-19
20,31,Care Home,M,45-64,1,COVID-19 mentioned
20,31,Care Home,F,85+,1,COVID-19 mentioned
20,31,Care Home,F,15-44,1,Non-COVID-19
20,31,Care Home,M,15-44,2,Non-COVID-19
20,31,Care Home,F,45-64,7,Non-COVID-19
20,31,Care Home,M,45-64,7,Non-COVID-19
20,31,Care Home,M,65-74,9,Non-COVID-19
20,31,Care Home,F,65-74,11,Non-COVID-19
20,31,Care Home,M,75-84,25,Non-COVID-19
20,31,Care Home,F,75-84,33,Non-COVID-19
20,31,Care Home,M,85+,40,Non-COVID-19
20,31,Care Home,F,85+,77,Non-COVID-19
20,31,Home / Non-institution,M,65-74,1,COVID-19 mentioned
20,31,Home / Non-institution,F,15-44,7,Non-COVID-19
20,31,Home / Non-institution,M,15-44,26,Non-COVID-19
20,31,Home / Non-institution,F,45-64,33,Non-COVID-19
20,31,Home / Non-institution,M,45-64,57,Non-COVID-19
20,31,Home / Non-institution,F,65-74,29,Non-COVID-19
20,31,Home / Non-institution,M,65-74,46,Non-COVID-19
20,31,Home / Non-institution,M,75-84,51,Non-COVID-19
20,31,Home / Non-institution,F,75-84,62,Non-COVID-19
20,31,Home / Non-institution,M,85+,19,Non-COVID-19
20,31,Home / Non-institution,F,85+,49,Non-COVID-19
20,31,Hospital,F,45-64,1,COVID-19 mentioned
20,31,Hospital,F,75-84,2,COVID-19 mentioned
20,31,Hospital,F,0,1,Non-COVID-19
20,31,Hospital,F,1-14,1,Non-COVID-19
20,31,Hospital,M,1-14,2,Non-COVID-19
20,31,Hospital,M,15-44,2,Non-COVID-19
20,31,Hospital,F,15-44,7,Non-COVID-19
20,31,Hospital,F,45-64,25,Non-COVID-19
20,31,Hospital,M,45-64,43,Non-COVID-19
20,31,Hospital,F,65-74,43,Non-COVID-19
20,31,Hospital,M,65-74,53,Non-COVID-19
20,31,Hospital,M,75-84,66,Non-COVID-19
20,31,Hospital,F,75-84,69,Non-COVID-19
20,31,Hospital,M,85+,56,Non-COVID-19
20,31,Hospital,F,85+,74,Non-COVID-19
20,31,Other institution,M,45-64,1,Non-COVID-19
20,31,Other institution,F,75-84,1,Non-COVID-19
20,31,Other institution,M,85+,2,Non-COVID-19
20,32,Care Home,F,75-84,1,COVID-19 mentioned
20,32,Care Home,F,85+,1,COVID-19 mentioned
20,32,Care Home,M,15-44,1,Non-COVID-19
20,32,Care Home,F,15-44,4,Non-COVID-19
20,32,Care Home,F,45-64,5,Non-COVID-19
20,32,Care Home,M,45-64,10,Non-COVID-19
20,32,Care Home,F,65-74,13,Non-COVID-19
20,32,Care Home,M,65-74,18,Non-COVID-19
20,32,Care Home,M,75-84,24,Non-COVID-19
20,32,Care Home,F,75-84,30,Non-COVID-19
20,32,Care Home,M,85+,24,Non-COVID-19
20,32,Care Home,F,85+,79,Non-COVID-19
20,32,Home / Non-institution,F,65-74,1,COVID-19 mentioned
20,32,Home / Non-institution,F,15-44,7,Non-COVID-19
20,32,Home / Non-institution,M,15-44,26,Non-COVID-19
20,32,Home / Non-institution,F,45-64,26,Non-COVID-19
20,32,Home / Non-institution,M,45-64,53,Non-COVID-19
20,32,Home / Non-institution,F,65-74,28,Non-COVID-19
20,32,Home / Non-institution,M,65-74,50,Non-COVID-19
20,32,Home / Non-institution,M,75-84,56,Non-COVID-19
20,32,Home / Non-institution,F,75-84,60,Non-COVID-19
20,32,Home / Non-institution,M,85+,25,Non-COVID-19
20,32,Home / Non-institution,F,85+,41,Non-COVID-19
20,32,Hospital,F,75-84,1,COVID-19 mentioned
20,32,Hospital,F,85+,1,COVID-19 mentioned
20,32,Hospital,M,15-44,5,Non-COVID-19
20,32,Hospital,F,15-44,6,Non-COVID-19
20,32,Hospital,M,45-64,27,Non-COVID-19
20,32,Hospital,F,45-64,31,Non-COVID-19
20,32,Hospital,F,65-74,38,Non-COVID-19
20,32,Hospital,M,65-74,59,Non-COVID-19
20,32,Hospital,F,75-84,57,Non-COVID-19
20,32,Hospital,M,75-84,74,Non-COVID-19
20,32,Hospital,M,85+,47,Non-COVID-19
20,32,Hospital,F,85+,74,Non-COVID-19
20,32,Other institution,M,45-64,1,Non-COVID-19
20,32,Other institution,M,65-74,1,Non-COVID-19
20,32,Other institution,F,75-84,2,Non-COVID-19
20,32,Other institution,M,75-84,3,Non-COVID-19
20,32,Other institution,M,85+,1,Non-COVID-19
20,33,Care Home,F,85+,1,COVID-19 mentioned
20,33,Care Home,F,0,1,Non-COVID-19
20,33,Care Home,F,15-44,1,Non-COVID-19
20,33,Care Home,M,15-44,1,Non-COVID-19
20,33,Care Home,F,45-64,6,Non-COVID-19
20,33,Care Home,M,45-64,10,Non-COVID-19
20,33,Care Home,M,65-74,11,Non-COVID-19
20,33,Care Home,F,65-74,15,Non-COVID-19
20,33,Care Home,M,75-84,15,Non-COVID-19
20,33,Care Home,F,75-84,34,Non-COVID-19
20,33,Care Home,M,85+,32,Non-COVID-19
20,33,Care Home,F,85+,74,Non-COVID-19
20,33,Home / Non-institution,F,1-14,1,Non-COVID-19
20,33,Home / Non-institution,F,15-44,15,Non-COVID-19
20,33,Home / Non-institution,M,15-44,27,Non-COVID-19
20,33,Home / Non-institution,F,45-64,23,Non-COVID-19
20,33,Home / Non-institution,M,45-64,45,Non-COVID-19
20,33,Home / Non-institution,F,65-74,34,Non-COVID-19
20,33,Home / Non-institution,M,65-74,55,Non-COVID-19
20,33,Home / Non-institution,F,75-84,34,Non-COVID-19
20,33,Home / Non-institution,M,75-84,42,Non-COVID-19
20,33,Home / Non-institution,M,85+,31,Non-COVID-19
20,33,Home / Non-institution,F,85+,43,Non-COVID-19
20,33,Hospital,F,45-64,1,COVID-19 mentioned
20,33,Hospital,M,65-74,1,COVID-19 mentioned
20,33,Hospital,F,0,1,Non-COVID-19
20,33,Hospital,F,1-14,1,Non-COVID-19
20,33,Hospital,F,15-44,3,Non-COVID-19
20,33,Hospital,M,15-44,6,Non-COVID-19
20,33,Hospital,F,45-64,28,Non-COVID-19
20,33,Hospital,M,45-64,43,Non-COVID-19
20,33,Hospital,F,65-74,32,Non-COVID-19
20,33,Hospital,M,65-74,39,Non-COVID-19
20,33,Hospital,F,75-84,47,Non-COVID-19
20,33,Hospital,M,75-84,70,Non-COVID-19
20,33,Hospital,M,85+,43,Non-COVID-19
20,33,Hospital,F,85+,54,Non-COVID-19
20,33,Other institution,M,75-84,1,Non-COVID-19
20,33,Other institution,M,85+,1,Non-COVID-19
20,34,Care Home,F,85+,3,COVID-19 mentioned
20,34,Care Home,M,15-44,1,Non-COVID-19
20,34,Care Home,F,15-44,2,Non-COVID-19
20,34,Care Home,F,45-64,9,Non-COVID-19
20,34,Care Home,M,45-64,9,Non-COVID-19
20,34,Care Home,F,65-74,11,Non-COVID-19
20,34,Care Home,M,65-74,20,Non-COVID-19
20,34,Care Home,F,75-84,33,Non-COVID-19
20,34,Care Home,M,75-84,37,Non-COVID-19
