Year,Week,WeekX,Location,Sex,Age,Deaths,
20,15,67,Home / Non-institution,F,85+,11,COVID-19 mentioned
20,15,67,Home / Non-institution,F,15-44,12,Non-COVID-19
20,15,67,Home / Non-institution,M,15-44,28,Non-COVID-19
20,15,67,Home / Non-institution,F,45-64,31,Non-COVID-19
20,15,67,Home / Non-institution,M,45-64,72,Non-COVID-19
20,15,67,Home / Non-institution,F,65-74,41,Non-COVID-19
20,15,67,Home / Non-institution,M,65-74,73,Non-COVID-19
20,15,67,Home / Non-institution,F,75-84,69,Non-COVID-19
20,15,67,Home / Non-institution,M,75-84,75,Non-COVID-19
20,15,67,Home / Non-institution,M,85+,60,Non-COVID-19
20,15,67,Home / Non-institution,F,85+,71,Non-COVID-19
20,15,67,Hospital,M,15-44,1,COVID-19 mentioned
20,15,67,Hospital,F,45-64,14,COVID-19 mentioned
20,15,67,Hospital,M,45-64,35,COVID-19 mentioned
20,15,67,Hospital,F,65-74,25,COVID-19 mentioned
20,15,67,Hospital,M,65-74,53,COVID-19 mentioned
20,15,67,Hospital,F,75-84,60,COVID-19 mentioned
20,15,67,Hospital,M,75-84,81,COVID-19 mentioned
20,15,67,Hospital,F,85+,42,COVID-19 mentioned
20,15,67,Hospital,M,85+,46,COVID-19 mentioned
20,15,67,Hospital,F,0,1,Non-COVID-19
20,15,67,Hospital,M,0,5,Non-COVID-19
20,15,67,Hospital,F,1-14,1,Non-COVID-19
20,15,67,Hospital,M,1-14,1,Non-COVID-19
20,15,67,Hospital,M,15-44,3,Non-COVID-19
20,15,67,Hospital,F,15-44,7,Non-COVID-19
20,15,67,Hospital,F,45-64,26,Non-COVID-19
20,15,67,Hospital,M,45-64,38,Non-COVID-19
20,15,67,Hospital,F,65-74,35,Non-COVID-19
20,15,67,Hospital,M,65-74,49,Non-COVID-19
20,15,67,Hospital,M,75-84,63,Non-COVID-19
20,15,67,Hospital,F,75-84,70,Non-COVID-19
20,15,67,Hospital,M,85+,47,Non-COVID-19
20,15,67,Hospital,F,85+,69,Non-COVID-19
20,15,67,Other institution,F,45-64,1,Non-COVID-19
20,15,67,Other institution,M,45-64,2,Non-COVID-19
20,15,67,Other institution,F,65-74,1,Non-COVID-19
20,15,67,Other institution,M,75-84,1,Non-COVID-19
20,15,67,Other institution,F,75-84,2,Non-COVID-19
20,15,67,Other institution,F,85+,1,Non-COVID-19
20,15,67,Other institution,M,85+,1,Non-COVID-19
20,16,68,Care Home,M,45-64,1,COVID-19 mentioned
20,16,68,Care Home,M,65-74,7,COVID-19 mentioned
20,16,68,Care Home,F,65-74,9,COVID-19 mentioned
20,16,68,Care Home,M,75-84,47,COVID-19 mentioned
20,16,68,Care Home,F,75-84,56,COVID-19 mentioned
20,16,68,Care Home,M,85+,66,COVID-19 mentioned
20,16,68,Care Home,F,85+,117,COVID-19 mentioned
20,16,68,Care Home,M,45-64,6,Non-COVID-19
20,16,68,Care Home,F,45-64,7,Non-COVID-19
20,16,68,Care Home,M,65-74,15,Non-COVID-19
20,16,68,Care Home,F,65-74,16,Non-COVID-19
20,16,68,Care Home,M,75-84,52,Non-COVID-19
20,16,68,Care Home,F,75-84,71,Non-COVID-19
20,16,68,Care Home,M,85+,67,Non-COVID-19
20,16,68,Care Home,F,85+,146,Non-COVID-19
20,16,68,Home / Non-institution,F,45-64,3,COVID-19 mentioned
20,16,68,Home / Non-institution,M,45-64,3,COVID-19 mentioned
20,16,68,Home / Non-institution,M,65-74,1,COVID-19 mentioned
20,16,68,Home / Non-institution,M,75-84,2,COVID-19 mentioned
20,16,68,Home / Non-institution,F,75-84,5,COVID-19 mentioned
20,16,68,Home / Non-institution,F,85+,11,COVID-19 mentioned
20,16,68,Home / Non-institution,M,85+,11,COVID-19 mentioned
20,16,68,Home / Non-institution,F,15-44,12,Non-COVID-19
20,16,68,Home / Non-institution,M,15-44,26,Non-COVID-19
20,16,68,Home / Non-institution,F,45-64,33,Non-COVID-19
20,16,68,Home / Non-institution,M,45-64,70,Non-COVID-19
20,16,68,Home / Non-institution,F,65-74,35,Non-COVID-19
20,16,68,Home / Non-institution,M,65-74,59,Non-COVID-19
20,16,68,Home / Non-institution,F,75-84,64,Non-COVID-19
20,16,68,Home / Non-institution,M,75-84,76,Non-COVID-19
20,16,68,Home / Non-institution,M,85+,46,Non-COVID-19
20,16,68,Home / Non-institution,F,85+,69,Non-COVID-19
20,16,68,Hospital,F,15-44,1,COVID-19 mentioned
20,16,68,Hospital,M,15-44,1,COVID-19 mentioned
20,16,68,Hospital,F,45-64,13,COVID-19 mentioned
20,16,68,Hospital,M,45-64,26,COVID-19 mentioned
20,16,68,Hospital,F,65-74,23,COVID-19 mentioned
20,16,68,Hospital,M,65-74,41,COVID-19 mentioned
20,16,68,Hospital,F,75-84,32,COVID-19 mentioned
20,16,68,Hospital,M,75-84,80,COVID-19 mentioned
20,16,68,Hospital,F,85+,40,COVID-19 mentioned
20,16,68,Hospital,M,85+,54,COVID-19 mentioned
20,16,68,Hospital,F,0,3,Non-COVID-19
20,16,68,Hospital,F,15-44,2,Non-COVID-19
20,16,68,Hospital,M,15-44,5,Non-COVID-19
20,16,68,Hospital,F,45-64,19,Non-COVID-19
20,16,68,Hospital,M,45-64,33,Non-COVID-19
20,16,68,Hospital,F,65-74,32,Non-COVID-19
20,16,68,Hospital,M,65-74,57,Non-COVID-19
20,16,68,Hospital,F,75-84,54,Non-COVID-19
20,16,68,Hospital,M,75-84,66,Non-COVID-19
20,16,68,Hospital,F,85+,60,Non-COVID-19
20,16,68,Hospital,M,85+,60,Non-COVID-19
20,16,68,Other institution,F,75-84,1,Non-COVID-19
20,16,68,Other institution,F,85+,4,Non-COVID-19
20,17,69,Care Home,F,45-64,3,COVID-19 mentioned
20,17,69,Care Home,M,45-64,3,COVID-19 mentioned
20,17,69,Care Home,M,65-74,14,COVID-19 mentioned
20,17,69,Care Home,F,65-74,15,COVID-19 mentioned
20,17,69,Care Home,M,75-84,57,COVID-19 mentioned
20,17,69,Care Home,F,75-84,63,COVID-19 mentioned
20,17,69,Care Home,M,85+,57,COVID-19 mentioned
20,17,69,Care Home,F,85+,129,COVID-19 mentioned
20,17,69,Care Home,F,15-44,1,Non-COVID-19
20,17,69,Care Home,M,45-64,8,Non-COVID-19
20,17,69,Care Home,F,45-64,9,Non-COVID-19
20,17,69,Care Home,M,65-74,18,Non-COVID-19
20,17,69,Care Home,F,65-74,19,Non-COVID-19
20,17,69,Care Home,M,75-84,43,Non-COVID-19
20,17,69,Care Home,F,75-84,65,Non-COVID-19
20,17,69,Care Home,M,85+,46,Non-COVID-19
20,17,69,Care Home,F,85+,140,Non-COVID-19
20,17,69,Home / Non-institution,M,15-44,1,COVID-19 mentioned
20,17,69,Home / Non-institution,F,45-64,1,COVID-19 mentioned
20,17,69,Home / Non-institution,M,45-64,4,COVID-19 mentioned
20,17,69,Home / Non-institution,M,65-74,5,COVID-19 mentioned
20,17,69,Home / Non-institution,F,65-74,8,COVID-19 mentioned
20,17,69,Home / Non-institution,F,75-84,4,COVID-19 mentioned
20,17,69,Home / Non-institution,M,75-84,11,COVID-19 mentioned
20,17,69,Home / Non-institution,M,85+,1,COVID-19 mentioned
20,17,69,Home / Non-institution,F,85+,9,COVID-19 mentioned
20,17,69,Home / Non-institution,F,15-44,9,Non-COVID-19
20,17,69,Home / Non-institution,M,15-44,26,Non-COVID-19
20,17,69,Home / Non-institution,F,45-64,32,Non-COVID-19
20,17,69,Home / Non-institution,M,45-64,67,Non-COVID-19
20,17,69,Home / Non-institution,F,65-74,47,Non-COVID-19
20,17,69,Home / Non-institution,M,65-74,54,Non-COVID-19
20,17,69,Home / Non-institution,F,75-84,50,Non-COVID-19
20,17,69,Home / Non-institution,M,75-84,65,Non-COVID-19
20,17,69,Home / Non-institution,M,85+,47,Non-COVID-19
20,17,69,Home / Non-institution,F,85+,67,Non-COVID-19
20,17,69,Hospital,F,15-44,3,COVID-19 mentioned
20,17,69,Hospital,M,15-44,3,COVID-19 mentioned
20,17,69,Hospital,F,45-64,13,COVID-19 mentioned
20,17,69,Hospital,M,45-64,30,COVID-19 mentioned
20,17,69,Hospital,F,65-74,20,COVID-19 mentioned
20,17,69,Hospital,M,65-74,38,COVID-19 mentioned
20,17,69,Hospital,F,75-84,38,COVID-19 mentioned
20,17,69,Hospital,M,75-84,54,COVID-19 mentioned
20,17,69,Hospital,M,85+,38,COVID-19 mentioned
20,17,69,Hospital,F,85+,40,COVID-19 mentioned
20,17,69,Hospital,F,0,1,Non-COVID-19
20,17,69,Hospital,M,0,1,Non-COVID-19
20,17,69,Hospital,M,1-14,1,Non-COVID-19
20,17,69,Hospital,M,15-44,5,Non-COVID-19
20,17,69,Hospital,F,15-44,6,Non-COVID-19
20,17,69,Hospital,F,45-64,26,Non-COVID-19
20,17,69,Hospital,M,45-64,34,Non-COVID-19
20,17,69,Hospital,F,65-74,25,Non-COVID-19
20,17,69,Hospital,M,65-74,46,Non-COVID-19
20,17,69,Hospital,M,75-84,62,Non-COVID-19
20,17,69,Hospital,F,75-84,64,Non-COVID-19
20,17,69,Hospital,M,85+,35,Non-COVID-19
20,17,69,Hospital,F,85+,52,Non-COVID-19
20,17,69,Other institution,F,75-84,1,Non-COVID-19
20,17,69,Other institution,M,75-84,1,Non-COVID-19
20,17,69,Other institution,F,85+,1,Non-COVID-19
20,18,70,Care Home,F,45-64,3,COVID-19 mentioned
20,18,70,Care Home,M,45-64,3,COVID-19 mentioned
20,18,70,Care Home,F,65-74,12,COVID-19 mentioned
20,18,70,Care Home,M,65-74,18,COVID-19 mentioned
20,18,70,Care Home,F,75-84,37,COVID-19 mentioned
20,18,70,Care Home,M,75-84,51,COVID-19 mentioned
20,18,70,Care Home,M,85+,56,COVID-19 mentioned
20,18,70,Care Home,F,85+,136,COVID-19 mentioned
20,18,70,Care Home,F,1-14,1,Non-COVID-19
20,18,70,Care Home,F,45-64,5,Non-COVID-19
20,18,70,Care Home,M,45-64,11,Non-COVID-19
20,18,70,Care Home,F,65-74,9,Non-COVID-19
20,18,70,Care Home,M,65-74,14,Non-COVID-19
20,18,70,Care Home,M,75-84,37,Non-COVID-19
20,18,70,Care Home,F,75-84,57,Non-COVID-19
20,18,70,Care Home,M,85+,57,Non-COVID-19
20,18,70,Care Home,F,85+,132,Non-COVID-19
20,18,70,Home / Non-institution,F,45-64,2,COVID-19 mentioned
20,18,70,Home / Non-institution,M,45-64,4,COVID-19 mentioned
20,18,70,Home / Non-institution,M,65-74,3,COVID-19 mentioned
20,18,70,Home / Non-institution,F,75-84,2,COVID-19 mentioned
20,18,70,Home / Non-institution,M,75-84,3,COVID-19 mentioned
20,18,70,Home / Non-institution,F,85+,1,COVID-19 mentioned
20,18,70,Home / Non-institution,M,85+,2,COVID-19 mentioned
20,18,70,Home / Non-institution,F,15-44,10,Non-COVID-19
20,18,70,Home / Non-institution,M,15-44,29,Non-COVID-19
20,18,70,Home / Non-institution,F,45-64,28,Non-COVID-19
20,18,70,Home / Non-institution,M,45-64,69,Non-COVID-19
20,18,70,Home / Non-institution,F,65-74,51,Non-COVID-19
20,18,70,Home / Non-institution,M,65-74,51,Non-COVID-19
20,18,70,Home / Non-institution,F,75-84,63,Non-COVID-19
20,18,70,Home / Non-institution,M,75-84,73,Non-COVID-19
20,18,70,Home / Non-institution,M,85+,48,Non-COVID-19
20,18,70,Home / Non-institution,F,85+,65,Non-COVID-19
20,18,70,Hospital,F,15-44,2,COVID-19 mentioned
20,18,70,Hospital,F,45-64,7,COVID-19 mentioned
20,18,70,Hospital,M,45-64,19,COVID-19 mentioned
20,18,70,Hospital,F,65-74,14,COVID-19 mentioned
20,18,70,Hospital,M,65-74,27,COVID-19 mentioned
20,18,70,Hospital,M,75-84,24,COVID-19 mentioned
20,18,70,Hospital,F,75-84,27,COVID-19 mentioned
20,18,70,Hospital,F,85+,36,COVID-19 mentioned
20,18,70,Hospital,M,85+,38,COVID-19 mentioned
20,18,70,Hospital,F,0,1,Non-COVID-19
20,18,70,Hospital,F,15-44,4,Non-COVID-19
20,18,70,Hospital,M,15-44,6,Non-COVID-19
20,18,70,Hospital,F,45-64,16,Non-COVID-19
20,18,70,Hospital,M,45-64,40,Non-COVID-19
20,18,70,Hospital,M,65-74,31,Non-COVID-19
20,18,70,Hospital,F,65-74,39,Non-COVID-19
20,18,70,Hospital,F,75-84,44,Non-COVID-19
20,18,70,Hospital,M,75-84,60,Non-COVID-19
20,18,70,Hospital,F,85+,47,Non-COVID-19
20,18,70,Hospital,M,85+,48,Non-COVID-19
20,18,70,Other institution,F,65-74,1,Non-COVID-19
20,18,70,Other institution,M,75-84,1,Non-COVID-19
20,18,70,Other institution,F,85+,2,Non-COVID-19
20,18,70,Other institution,M,85+,2,Non-COVID-19
20,19,71,Care Home,M,45-64,3,COVID-19 mentioned
20,19,71,Care Home,F,65-74,5,COVID-19 mentioned
20,19,71,Care Home,M,65-74,9,COVID-19 mentioned
20,19,71,Care Home,M,75-84,40,COVID-19 mentioned
20,19,71,Care Home,F,75-84,41,COVID-19 mentioned
20,19,71,Care Home,M,85+,40,COVID-19 mentioned
20,19,71,Care Home,F,85+,100,COVID-19 mentioned
20,19,71,Care Home,M,15-44,1,Non-COVID-19
20,19,71,Care Home,M,45-64,6,Non-COVID-19
20,19,71,Care Home,F,45-64,8,Non-COVID-19
20,19,71,Care Home,M,65-74,9,Non-COVID-19
20,19,71,Care Home,F,65-74,10,Non-COVID-19
20,19,71,Care Home,M,75-84,27,Non-COVID-19
20,19,71,Care Home,F,75-84,47,Non-COVID-19
20,19,71,Care Home,M,85+,40,Non-COVID-19
20,19,71,Care Home,F,85+,103,Non-COVID-19
20,19,71,Home / Non-institution,M,15-44,1,COVID-19 mentioned
20,19,71,Home / Non-institution,M,45-64,2,COVID-19 mentioned
20,19,71,Home / Non-institution,F,45-64,3,COVID-19 mentioned
20,19,71,Home / Non-institution,M,65-74,1,COVID-19 mentioned
20,19,71,Home / Non-institution,F,65-74,3,COVID-19 mentioned
20,19,71,Home / Non-institution,F,75-84,2,COVID-19 mentioned
20,19,71,Home / Non-institution,M,75-84,3,COVID-19 mentioned
20,19,71,Home / Non-institution,F,85+,3,COVID-19 mentioned
20,19,71,Home / Non-institution,M,85+,4,COVID-19 mentioned
20,19,71,Home / Non-institution,F,15-44,11,Non-COVID-19
20,19,71,Home / Non-institution,M,15-44,18,Non-COVID-19
20,19,71,Home / Non-institution,F,45-64,32,Non-COVID-19
20,19,71,Home / Non-institution,M,45-64,50,Non-COVID-19
20,19,71,Home / Non-institution,F,65-74,34,Non-COVID-19
20,19,71,Home / Non-institution,M,65-74,53,Non-COVID-19
20,19,71,Home / Non-institution,M,75-84,53,Non-COVID-19
20,19,71,Home / Non-institution,F,75-84,71,Non-COVID-19
20,19,71,Home / Non-institution,F,85+,43,Non-COVID-19
20,19,71,Home / Non-institution,M,85+,50,Non-COVID-19
20,19,71,Hospital,F,15-44,1,COVID-19 mentioned
20,19,71,Hospital,F,45-64,13,COVID-19 mentioned
20,19,71,Hospital,M,45-64,14,COVID-19 mentioned
20,19,71,Hospital,F,65-74,12,COVID-19 mentioned
20,19,71,Hospital,M,65-74,20,COVID-19 mentioned
20,19,71,Hospital,F,75-84,22,COVID-19 mentioned
20,19,71,Hospital,M,75-84,36,COVID-19 mentioned
20,19,71,Hospital,F,85+,15,COVID-19 mentioned
20,19,71,Hospital,M,85+,21,COVID-19 mentioned
20,19,71,Hospital,F,0,1,Non-COVID-19
20,19,71,Hospital,M,0,1,Non-COVID-19
20,19,71,Hospital,M,1-14,2,Non-COVID-19
20,19,71,Hospital,M,15-44,2,Non-COVID-19
20,19,71,Hospital,F,15-44,5,Non-COVID-19
20,19,71,Hospital,F,45-64,24,Non-COVID-19
20,19,71,Hospital,M,45-64,27,Non-COVID-19
20,19,71,Hospital,F,65-74,33,Non-COVID-19
20,19,71,Hospital,M,65-74,52,Non-COVID-19
20,19,71,Hospital,F,75-84,61,Non-COVID-19
20,19,71,Hospital,M,75-84,63,Non-COVID-19
20,19,71,Hospital,F,85+,41,Non-COVID-19
20,19,71,Hospital,M,85+,42,Non-COVID-19
20,19,71,Other institution,F,75-84,1,COVID-19 mentioned
20,20,72,Care Home,M,45-64,5,COVID-19 mentioned
20,20,72,Care Home,M,65-74,5,COVID-19 mentioned
20,20,72,Care Home,F,65-74,8,COVID-19 mentioned
20,20,72,Care Home,F,75-84,23,COVID-19 mentioned
20,20,72,Care Home,M,75-84,27,COVID-19 mentioned
20,20,72,Care Home,M,85+,38,COVID-19 mentioned
20,20,72,Care Home,F,85+,81,COVID-19 mentioned
20,20,72,Care Home,F,15-44,2,Non-COVID-19
20,20,72,Care Home,F,45-64,5,Non-COVID-19
20,20,72,Care Home,M,45-64,6,Non-COVID-19
20,20,72,Care Home,F,65-74,8,Non-COVID-19
20,20,72,Care Home,M,65-74,11,Non-COVID-19
20,20,72,Care Home,F,75-84,33,Non-COVID-19
20,20,72,Care Home,M,75-84,38,Non-COVID-19
20,20,72,Care Home,M,85+,50,Non-COVID-19
20,20,72,Care Home,F,85+,96,Non-COVID-19
20,20,72,Home / Non-institution,M,15-44,1,COVID-19 mentioned
20,20,72,Home / Non-institution,M,45-64,1,COVID-19 mentioned
20,20,72,Home / Non-institution,F,45-64,3,COVID-19 mentioned
20,20,72,Home / Non-institution,F,65-74,2,COVID-19 mentioned
20,20,72,Home / Non-institution,M,65-74,5,COVID-19 mentioned
20,20,72,Home / Non-institution,M,75-84,1,COVID-19 mentioned
20,20,72,Home / Non-institution,F,75-84,2,COVID-19 mentioned
20,20,72,Home / Non-institution,F,85+,2,COVID-19 mentioned
20,20,72,Home / Non-institution,M,85+,2,COVID-19 mentioned
20,20,72,Home / Non-institution,F,1-14,1,Non-COVID-19
20,20,72,Home / Non-institution,F,15-44,8,Non-COVID-19
20,20,72,Home / Non-institution,M,15-44,35,Non-COVID-19
20,20,72,Home / Non-institution,F,45-64,33,Non-COVID-19
20,20,72,Home / Non-institution,M,45-64,68,Non-COVID-19
20,20,72,Home / Non-institution,F,65-74,35,Non-COVID-19
20,20,72,Home / Non-institution,M,65-74,62,Non-COVID-19
20,20,72,Home / Non-institution,F,75-84,54,Non-COVID-19
20,20,72,Home / Non-institution,M,75-84,62,Non-COVID-19
20,20,72,Home / Non-institution,M,85+,37,Non-COVID-19
20,20,72,Home / Non-institution,F,85+,57,Non-COVID-19
20,20,72,Hospital,M,15-44,1,COVID-19 mentioned
20,20,72,Hospital,F,45-64,7,COVID-19 mentioned
20,20,72,Hospital,M,45-64,9,COVID-19 mentioned
20,20,72,Hospital,F,65-74,11,COVID-19 mentioned
20,20,72,Hospital,M,65-74,16,COVID-19 mentioned
20,20,72,Hospital,F,75-84,17,COVID-19 mentioned
20,20,72,Hospital,M,75-84,23,COVID-19 mentioned
20,20,72,Hospital,M,85+,20,COVID-19 mentioned
20,20,72,Hospital,F,85+,24,COVID-19 mentioned
20,20,72,Hospital,F,0,2,Non-COVID-19
20,20,72,Hospital,M,0,2,Non-COVID-19
20,20,72,Hospital,F,1-14,1,Non-COVID-19
20,20,72,Hospital,M,15-44,4,Non-COVID-19
20,20,72,Hospital,F,15-44,6,Non-COVID-19
20,20,72,Hospital,F,45-64,23,Non-COVID-19
20,20,72,Hospital,M,45-64,43,Non-COVID-19
20,20,72,Hospital,F,65-74,34,Non-COVID-19
20,20,72,Hospital,M,65-74,34,Non-COVID-19
20,20,72,Hospital,F,75-84,54,Non-COVID-19
20,20,72,Hospital,M,75-84,71,Non-COVID-19
20,20,72,Hospital,M,85+,46,Non-COVID-19
20,20,72,Hospital,F,85+,62,Non-COVID-19
20,20,72,Other institution,F,85+,1,COVID-19 mentioned
20,20,72,Other institution,M,85+,1,COVID-19 mentioned
20,20,72,Other institution,F,75-84,1,Non-COVID-19
20,20,72,Other institution,M,85+,1,Non-COVID-19
20,21,73,Care Home,M,45-64,1,COVID-19 mentioned
20,21,73,Care Home,F,65-74,1,COVID-19 mentioned
20,21,73,Care Home,M,65-74,2,COVID-19 mentioned
20,21,73,Care Home,M,75-84,11,COVID-19 mentioned
20,21,73,Care Home,F,75-84,27,COVID-19 mentioned
20,21,73,Care Home,M,85+,30,COVID-19 mentioned
20,21,73,Care Home,F,85+,52,COVID-19 mentioned
20,21,73,Care Home,F,45-64,6,Non-COVID-19
20,21,73,Care Home,M,45-64,8,Non-COVID-19
20,21,73,Care Home,F,65-74,5,Non-COVID-19
20,21,73,Care Home,M,65-74,9,Non-COVID-19
20,21,73,Care Home,F,75-84,23,Non-COVID-19
20,21,73,Care Home,M,75-84,31,Non-COVID-19
20,21,73,Care Home,M,85+,33,Non-COVID-19
20,21,73,Care Home,F,85+,112,Non-COVID-19
20,21,73,Home / Non-institution,F,45-64,2,COVID-19 mentioned
20,21,73,Home / Non-institution,M,65-74,2,COVID-19 mentioned
20,21,73,Home / Non-institution,M,75-84,1,COVID-19 mentioned
20,21,73,Home / Non-institution,F,75-84,2,COVID-19 mentioned
20,21,73,Home / Non-institution,F,85+,2,COVID-19 mentioned
20,21,73,Home / Non-institution,M,1-14,2,Non-COVID-19
20,21,73,Home / Non-institution,F,15-44,11,Non-COVID-19
20,21,73,Home / Non-institution,M,15-44,22,Non-COVID-19
20,21,73,Home / Non-institution,F,45-64,31,Non-COVID-19
20,21,73,Home / Non-institution,M,45-64,59,Non-COVID-19
20,21,73,Home / Non-institution,F,65-74,41,Non-COVID-19
20,21,73,Home / Non-institution,M,65-74,65,Non-COVID-19
20,21,73,Home / Non-institution,M,75-84,59,Non-COVID-19
20,21,73,Home / Non-institution,F,75-84,66,Non-COVID-19
20,21,73,Home / Non-institution,M,85+,25,Non-COVID-19
20,21,73,Home / Non-institution,F,85+,53,Non-COVID-19
20,21,73,Hospital,F,45-64,3,COVID-19 mentioned
20,21,73,Hospital,M,45-64,6,COVID-19 mentioned
20,21,73,Hospital,F,65-74,3,COVID-19 mentioned
20,21,73,Hospital,M,65-74,15,COVID-19 mentioned
20,21,73,Hospital,F,75-84,11,COVID-19 mentioned
20,21,73,Hospital,M,75-84,18,COVID-19 mentioned
20,21,73,Hospital,F,85+,19,COVID-19 mentioned
20,21,73,Hospital,M,85+,20,COVID-19 mentioned
20,21,73,Hospital,F,0,2,Non-COVID-19
20,21,73,Hospital,M,0,2,Non-COVID-19
20,21,73,Hospital,M,1-14,1,Non-COVID-19
20,21,73,Hospital,F,15-44,6,Non-COVID-19
20,21,73,Hospital,M,15-44,7,Non-COVID-19
20,21,73,Hospital,M,45-64,22,Non-COVID-19
20,21,73,Hospital,F,45-64,26,Non-COVID-19
20,21,73,Hospital,F,65-74,32,Non-COVID-19
20,21,73,Hospital,M,65-74,40,Non-COVID-19
20,21,73,Hospital,F,75-84,44,Non-COVID-19
20,21,73,Hospital,M,75-84,55,Non-COVID-19
20,21,73,Hospital,M,85+,42,Non-COVID-19
20,21,73,Hospital,F,85+,54,Non-COVID-19
20,21,73,Other institution,F,75-84,1,COVID-19 mentioned
20,21,73,Other institution,M,85+,1,COVID-19 mentioned
20,21,73,Other institution,F,85+,1,Non-COVID-19
20,21,73,Other institution,M,85+,1,Non-COVID-19
20,22,74,Care Home,M,45-64,1,COVID-19 mentioned
20,22,74,Care Home,M,65-74,1,COVID-19 mentioned
20,22,74,Care Home,F,65-74,3,COVID-19 mentioned
20,22,74,Care Home,F,75-84,10,COVID-19 mentioned
20,22,74,Care Home,M,75-84,13,COVID-19 mentioned
20,22,74,Care Home,M,85+,14,COVID-19 mentioned
20,22,74,Care Home,F,85+,27,COVID-19 mentioned
20,22,74,Care Home,F,45-64,9,Non-COVID-19
20,22,74,Care Home,M,45-64,10,Non-COVID-19
20,22,74,Care Home,M,65-74,9,Non-COVID-19
20,22,74,Care Home,F,65-74,11,Non-COVID-19
20,22,74,Care Home,M,75-84,26,Non-COVID-19
20,22,74,Care Home,F,75-84,34,Non-COVID-19
20,22,74,Care Home,M,85+,31,Non-COVID-19
20,22,74,Care Home,F,85+,96,Non-COVID-19
20,22,74,Home / Non-institution,F,15-44,1,COVID-19 mentioned
20,22,74,Home / Non-institution,M,75-84,1,COVID-19 mentioned
20,22,74,Home / Non-institution,F,75-84,2,COVID-19 mentioned
20,22,74,Home / Non-institution,M,85+,3,COVID-19 mentioned
20,22,74,Home / Non-institution,F,15-44,12,Non-COVID-19
20,22,74,Home / Non-institution,M,15-44,21,Non-COVID-19
20,22,74,Home / Non-institution,F,45-64,22,Non-COVID-19
20,22,74,Home / Non-institution,M,45-64,63,Non-COVID-19
20,22,74,Home / Non-institution,F,65-74,27,Non-COVID-19
20,22,74,Home / Non-institution,M,65-74,49,Non-COVID-19
20,22,74,Home / Non-institution,F,75-84,50,Non-COVID-19
20,22,74,Home / Non-institution,M,75-84,58,Non-COVID-19
20,22,74,Home / Non-institution,M,85+,31,Non-COVID-19
20,22,74,Home / Non-institution,F,85+,62,Non-COVID-19
20,22,74,Hospital,M,45-64,3,COVID-19 mentioned
20,22,74,Hospital,F,45-64,5,COVID-19 mentioned
20,22,74,Hospital,F,65-74,5,COVID-19 mentioned
20,22,74,Hospital,M,65-74,7,COVID-19 mentioned
20,22,74,Hospital,F,75-84,8,COVID-19 mentioned
20,22,74,Hospital,M,75-84,11,COVID-19 mentioned
20,22,74,Hospital,F,85+,8,COVID-19 mentioned
20,22,74,Hospital,M,85+,8,COVID-19 mentioned
20,22,74,Hospital,M,0,2,Non-COVID-19
20,22,74,Hospital,F,1-14,1,Non-COVID-19
20,22,74,Hospital,M,1-14,1,Non-COVID-19
20,22,74,Hospital,F,15-44,5,Non-COVID-19
20,22,74,Hospital,M,15-44,7,Non-COVID-19
20,22,74,Hospital,F,45-64,25,Non-COVID-19
20,22,74,Hospital,M,45-64,27,Non-COVID-19
20,22,74,Hospital,F,65-74,35,Non-COVID-19
20,22,74,Hospital,M,65-74,50,Non-COVID-19
20,22,74,Hospital,F,75-84,54,Non-COVID-19
20,22,74,Hospital,M,75-84,62,Non-COVID-19
20,22,74,Hospital,M,85+,42,Non-COVID-19
20,22,74,Hospital,F,85+,65,Non-COVID-19
20,23,75,Care Home,M,15-44,1,COVID-19 mentioned
20,23,75,Care Home,M,65-74,2,COVID-19 mentioned
20,23,75,Care Home,F,65-74,4,COVID-19 mentioned
20,23,75,Care Home,F,75-84,3,COVID-19 mentioned
20,23,75,Care Home,M,75-84,8,COVID-19 mentioned
20,23,75,Care Home,M,85+,8,COVID-19 mentioned
20,23,75,Care Home,F,85+,16,COVID-19 mentioned
20,23,75,Care Home,F,45-64,4,Non-COVID-19
20,23,75,Care Home,M,45-64,4,Non-COVID-19
20,23,75,Care Home,M,65-74,10,Non-COVID-19
20,23,75,Care Home,F,65-74,14,Non-COVID-19
20,23,75,Care Home,M,75-84,26,Non-COVID-19
20,23,75,Care Home,F,75-84,38,Non-COVID-19
20,23,75,Care Home,M,85+,40,Non-COVID-19
20,23,75,Care Home,F,85+,85,Non-COVID-19
20,23,75,Home / Non-institution,M,45-64,4,COVID-19 mentioned
20,23,75,Home / Non-institution,M,75-84,1,COVID-19 mentioned
20,23,75,Home / Non-institution,F,85+,1,COVID-19 mentioned
20,23,75,Home / Non-institution,M,85+,1,COVID-19 mentioned
20,23,75,Home / Non-institution,F,0,1,Non-COVID-19
20,23,75,Home / Non-institution,F,15-44,8,Non-COVID-19
20,23,75,Home / Non-institution,M,15-44,29,Non-COVID-19
20,23,75,Home / Non-institution,F,45-64,23,Non-COVID-19
20,23,75,Home / Non-institution,M,45-64,61,Non-COVID-19
20,23,75,Home / Non-institution,F,65-74,32,Non-COVID-19
20,23,75,Home / Non-institution,M,65-74,51,Non-COVID-19
20,23,75,Home / Non-institution,F,75-84,43,Non-COVID-19
