Year,Week,Location,Sex,Age,Deaths
16,46,Home / Non-institution,M,65-74,44
16,46,Hospital,F,65-74,48
16,46,Hospital,M,65-74,75
16,47,Care Home,F,65-74,13
16,47,Care Home,M,65-74,13
16,47,Home / Non-institution,F,65-74,21
16,47,Home / Non-institution,M,65-74,47
16,47,Hospital,F,65-74,46
16,47,Hospital,M,65-74,63
16,47,Other institution,M,65-74,1
16,48,Care Home,M,65-74,12
16,48,Care Home,F,65-74,14
16,48,Home / Non-institution,F,65-74,28
16,48,Home / Non-institution,M,65-74,46
16,48,Hospital,F,65-74,47
16,48,Hospital,M,65-74,50
16,49,Care Home,F,65-74,4
16,49,Care Home,M,65-74,18
16,49,Home / Non-institution,F,65-74,38
16,49,Home / Non-institution,M,65-74,48
16,49,Hospital,F,65-74,54
16,49,Hospital,M,65-74,66
16,50,Care Home,M,65-74,15
16,50,Care Home,F,65-74,16
16,50,Home / Non-institution,F,65-74,16
16,50,Home / Non-institution,M,65-74,36
16,50,Hospital,F,65-74,47
16,50,Hospital,M,65-74,90
16,50,Other institution,F,65-74,2
16,51,Care Home,F,65-74,16
16,51,Care Home,M,65-74,18
16,51,Home / Non-institution,F,65-74,27
16,51,Home / Non-institution,M,65-74,53
16,51,Hospital,F,65-74,52
16,51,Hospital,M,65-74,58
16,51,Other institution,M,65-74,1
16,52,Care Home,F,65-74,8
16,52,Care Home,M,65-74,9
16,52,Home / Non-institution,F,65-74,30
16,52,Home / Non-institution,M,65-74,31
16,52,Hospital,F,65-74,57
16,52,Hospital,M,65-74,67
16,52,Other institution,F,65-74,1
16,52,Other institution,M,65-74,1
17,1,Care Home,M,65-74,14
17,1,Care Home,F,65-74,18
17,1,Home / Non-institution,F,65-74,17
17,1,Home / Non-institution,M,65-74,31
17,1,Hospital,F,65-74,51
17,1,Hospital,M,65-74,67
17,2,Care Home,F,65-74,10
17,2,Care Home,M,65-74,14
17,2,Home / Non-institution,F,65-74,24
17,2,Home / Non-institution,M,65-74,36
17,2,Hospital,F,65-74,48
17,2,Hospital,M,65-74,80
17,2,Other institution,F,65-74,1
17,3,Care Home,M,65-74,10
17,3,Care Home,F,65-74,13
17,3,Home / Non-institution,F,65-74,18
17,3,Home / Non-institution,M,65-74,45
17,3,Hospital,F,65-74,53
17,3,Hospital,M,65-74,62
17,4,Care Home,M,65-74,10
17,4,Care Home,F,65-74,15
17,4,Home / Non-institution,F,65-74,25
17,4,Home / Non-institution,M,65-74,48
17,4,Hospital,F,65-74,55
17,4,Hospital,M,65-74,59
17,5,Care Home,F,65-74,13
17,5,Care Home,M,65-74,17
17,5,Home / Non-institution,F,65-74,31
17,5,Home / Non-institution,M,65-74,31
17,5,Hospital,F,65-74,56
17,5,Hospital,M,65-74,68
17,5,Other institution,M,65-74,1
17,6,Care Home,M,65-74,9
17,6,Care Home,F,65-74,15
17,6,Home / Non-institution,F,65-74,26
17,6,Home / Non-institution,M,65-74,41
17,6,Hospital,F,65-74,58
17,6,Hospital,M,65-74,61
17,7,Care Home,F,65-74,13
17,7,Care Home,M,65-74,13
17,7,Home / Non-institution,F,65-74,33
17,7,Home / Non-institution,M,65-74,47
17,7,Hospital,M,65-74,61
17,7,Hospital,F,65-74,64
17,8,Care Home,F,65-74,10
17,8,Care Home,M,65-74,12
17,8,Home / Non-institution,F,65-74,32
17,8,Home / Non-institution,M,65-74,35
17,8,Hospital,M,65-74,57
17,8,Hospital,F,65-74,61
17,9,Care Home,M,65-74,9
17,9,Care Home,F,65-74,18
17,9,Home / Non-institution,F,65-74,31
17,9,Home / Non-institution,M,65-74,52
17,9,Hospital,F,65-74,53
17,9,Hospital,M,65-74,68
17,9,Other institution,F,65-74,1
17,9,Other institution,M,65-74,1
17,10,Care Home,M,65-74,12
17,10,Care Home,F,65-74,17
17,10,Home / Non-institution,F,65-74,24
17,10,Home / Non-institution,M,65-74,26
17,10,Hospital,F,65-74,48
17,10,Hospital,M,65-74,68
17,11,Care Home,F,65-74,6
17,11,Care Home,M,65-74,19
17,11,Home / Non-institution,F,65-74,33
17,11,Home / Non-institution,M,65-74,41
17,11,Hospital,F,65-74,55
17,11,Hospital,M,65-74,61
17,11,Other institution,M,65-74,1
17,12,Care Home,F,65-74,12
17,12,Care Home,M,65-74,20
17,12,Home / Non-institution,F,65-74,24
17,12,Home / Non-institution,M,65-74,48
17,12,Hospital,F,65-74,42
17,12,Hospital,M,65-74,58
17,12,Other institution,F,65-74,3
17,13,Care Home,F,65-74,12
17,13,Care Home,M,65-74,14
17,13,Home / Non-institution,F,65-74,26
17,13,Home / Non-institution,M,65-74,43
17,13,Hospital,F,65-74,47
17,13,Hospital,M,65-74,75
17,13,Other institution,F,65-74,1
17,13,Other institution,M,65-74,1
17,14,Care Home,F,65-74,12
17,14,Care Home,M,65-74,16
17,14,Home / Non-institution,F,65-74,25
17,14,Home / Non-institution,M,65-74,30
17,14,Hospital,F,65-74,57
17,14,Hospital,M,65-74,62
17,14,Other institution,F,65-74,1
17,15,Care Home,F,65-74,10
17,15,Care Home,M,65-74,14
17,15,Home / Non-institution,F,65-74,23
17,15,Home / Non-institution,M,65-74,38
17,15,Hospital,F,65-74,37
17,15,Hospital,M,65-74,51
17,16,Care Home,F,65-74,5
17,16,Care Home,M,65-74,12
17,16,Home / Non-institution,F,65-74,27
17,16,Home / Non-institution,M,65-74,54
17,16,Hospital,F,65-74,43
17,16,Hospital,M,65-74,69
17,16,Other institution,F,65-74,2
17,17,Care Home,F,65-74,10
17,17,Care Home,M,65-74,18
17,17,Home / Non-institution,F,65-74,28
17,17,Home / Non-institution,M,65-74,38
17,17,Hospital,M,65-74,54
17,17,Hospital,F,65-74,60
17,18,Care Home,F,65-74,14
17,18,Care Home,M,65-74,14
17,18,Home / Non-institution,F,65-74,25
17,18,Home / Non-institution,M,65-74,41
17,18,Hospital,F,65-74,55
17,18,Hospital,M,65-74,58
17,19,Care Home,F,65-74,8
17,19,Care Home,M,65-74,12
17,19,Home / Non-institution,F,65-74,23
17,19,Home / Non-institution,M,65-74,41
17,19,Hospital,F,65-74,56
17,19,Hospital,M,65-74,60
17,19,Other institution,F,65-74,1
17,20,Care Home,M,65-74,16
17,20,Care Home,F,65-74,17
17,20,Home / Non-institution,F,65-74,31
17,20,Home / Non-institution,M,65-74,40
17,20,Hospital,F,65-74,57
17,20,Hospital,M,65-74,59
17,21,Care Home,F,65-74,11
17,21,Care Home,M,65-74,17
17,21,Home / Non-institution,F,65-74,20
17,21,Home / Non-institution,M,65-74,37
17,21,Hospital,F,65-74,52
17,21,Hospital,M,65-74,54
17,22,Care Home,F,65-74,15
17,22,Care Home,M,65-74,22
17,22,Home / Non-institution,F,65-74,19
17,22,Home / Non-institution,M,65-74,30
17,22,Hospital,F,65-74,48
17,22,Hospital,M,65-74,53
17,23,Care Home,F,65-74,15
17,23,Care Home,M,65-74,17
17,23,Home / Non-institution,F,65-74,23
17,23,Home / Non-institution,M,65-74,35
17,23,Hospital,F,65-74,52
17,23,Hospital,M,65-74,55
17,23,Other institution,F,65-74,1
17,24,Care Home,M,65-74,13
17,24,Care Home,F,65-74,16
17,24,Home / Non-institution,F,65-74,23
17,24,Home / Non-institution,M,65-74,37
17,24,Hospital,F,65-74,37
17,24,Hospital,M,65-74,60
17,24,Other institution,F,65-74,1
17,25,Care Home,F,65-74,12
17,25,Care Home,M,65-74,13
17,25,Home / Non-institution,F,65-74,23
17,25,Home / Non-institution,M,65-74,41
17,25,Hospital,F,65-74,46
17,25,Hospital,M,65-74,64
17,26,Care Home,F,65-74,13
17,26,Care Home,M,65-74,14
17,26,Home / Non-institution,F,65-74,21
17,26,Home / Non-institution,M,65-74,50
17,26,Hospital,F,65-74,40
17,26,Hospital,M,65-74,62
17,26,Other institution,M,65-74,1
17,26,Other institution,F,65-74,2
17,27,Care Home,F,65-74,8
17,27,Care Home,M,65-74,9
17,27,Home / Non-institution,F,65-74,22
17,27,Home / Non-institution,M,65-74,44
17,27,Hospital,F,65-74,49
17,27,Hospital,M,65-74,64
17,28,Care Home,M,65-74,9
17,28,Care Home,F,65-74,14
17,28,Home / Non-institution,F,65-74,23
17,28,Home / Non-institution,M,65-74,34
17,28,Hospital,F,65-74,42
17,28,Hospital,M,65-74,58
17,28,Other institution,M,65-74,1
17,29,Care Home,M,65-74,7
17,29,Care Home,F,65-74,17
17,29,Home / Non-institution,F,65-74,27
17,29,Home / Non-institution,M,65-74,37
17,29,Hospital,F,65-74,48
17,29,Hospital,M,65-74,60
17,29,Other institution,F,65-74,1
17,30,Care Home,F,65-74,3
17,30,Care Home,M,65-74,10
17,30,Home / Non-institution,F,65-74,19
17,30,Home / Non-institution,M,65-74,27
17,30,Hospital,F,65-74,42
17,30,Hospital,M,65-74,56
17,30,Other institution,M,65-74,1
17,31,Care Home,F,65-74,10
17,31,Care Home,M,65-74,16
17,31,Home / Non-institution,F,65-74,21
17,31,Home / Non-institution,M,65-74,41
17,31,Hospital,M,65-74,48
17,31,Hospital,F,65-74,53
17,31,Other institution,F,65-74,1
17,32,Care Home,F,65-74,12
17,32,Care Home,M,65-74,12
17,32,Home / Non-institution,F,65-74,16
17,32,Home / Non-institution,M,65-74,30
17,32,Hospital,F,65-74,48
17,32,Hospital,M,65-74,52
17,33,Care Home,M,65-74,14
17,33,Care Home,F,65-74,16
17,33,Home / Non-institution,F,65-74,21
17,33,Home / Non-institution,M,65-74,30
17,33,Hospital,M,65-74,49
17,33,Hospital,F,65-74,55
17,34,Care Home,F,65-74,8
17,34,Care Home,M,65-74,15
17,34,Home / Non-institution,F,65-74,29
17,34,Home / Non-institution,M,65-74,37
17,34,Hospital,M,65-74,48
17,34,Hospital,F,65-74,50
17,35,Care Home,F,65-74,9
17,35,Care Home,M,65-74,9
17,35,Home / Non-institution,F,65-74,27
17,35,Home / Non-institution,M,65-74,32
17,35,Hospital,F,65-74,49
17,35,Hospital,M,65-74,55
17,35,Other institution,F,65-74,1
17,35,Other institution,M,65-74,1
17,36,Care Home,F,65-74,9
17,36,Care Home,M,65-74,12
17,36,Home / Non-institution,F,65-74,23
17,36,Home / Non-institution,M,65-74,35
17,36,Hospital,F,65-74,46
17,36,Hospital,M,65-74,71
17,36,Other institution,M,65-74,1
17,37,Care Home,M,65-74,10
17,37,Care Home,F,65-74,14
17,37,Home / Non-institution,F,65-74,20
17,37,Home / Non-institution,M,65-74,36
17,37,Hospital,F,65-74,36
17,37,Hospital,M,65-74,60
17,37,Other institution,M,65-74,1
17,37,Other institution,F,65-74,2
17,38,Care Home,F,65-74,11
17,38,Care Home,M,65-74,15
17,38,Home / Non-institution,F,65-74,21
17,38,Home / Non-institution,M,65-74,37
17,38,Hospital,F,65-74,45
17,38,Hospital,M,65-74,72
17,39,Care Home,F,65-74,9
17,39,Care Home,M,65-74,14
17,39,Home / Non-institution,F,65-74,26
17,39,Home / Non-institution,M,65-74,29
17,39,Hospital,F,65-74,34
17,39,Hospital,M,65-74,68
17,39,Other institution,M,65-74,1
17,40,Care Home,M,65-74,10
17,40,Care Home,F,65-74,13
17,40,Home / Non-institution,F,65-74,23
17,40,Home / Non-institution,M,65-74,40
17,40,Hospital,F,65-74,51
17,40,Hospital,M,65-74,61
17,40,Other institution,M,65-74,1
17,41,Care Home,M,65-74,11
17,41,Care Home,F,65-74,13
17,41,Home / Non-institution,F,65-74,24
17,41,Home / Non-institution,M,65-74,44
17,41,Hospital,F,65-74,46
17,41,Hospital,M,65-74,75
17,41,Other institution,F,65-74,1
17,41,Other institution,M,65-74,1
17,42,Care Home,M,65-74,12
17,42,Care Home,F,65-74,20
17,42,Home / Non-institution,F,65-74,18
17,42,Home / Non-institution,M,65-74,40
17,42,Hospital,F,65-74,45
17,42,Hospital,M,65-74,62
17,42,Other institution,F,65-74,1
17,42,Other institution,M,65-74,1
17,43,Care Home,F,65-74,8
17,43,Care Home,M,65-74,14
17,43,Home / Non-institution,F,65-74,22
17,43,Home / Non-institution,M,65-74,48
17,43,Hospital,F,65-74,46
17,43,Hospital,M,65-74,60
17,44,Care Home,F,65-74,12
17,44,Care Home,M,65-74,14
17,44,Home / Non-institution,F,65-74,31
17,44,Home / Non-institution,M,65-74,43
17,44,Hospital,F,65-74,38
17,44,Hospital,M,65-74,67
17,44,Other institution,M,65-74,1
17,45,Care Home,F,65-74,10
17,45,Care Home,M,65-74,15
17,45,Home / Non-institution,F,65-74,24
17,45,Home / Non-institution,M,65-74,48
17,45,Hospital,F,65-74,57
17,45,Hospital,M,65-74,80
17,45,Other institution,F,65-74,1
17,45,Other institution,M,65-74,1
17,46,Care Home,F,65-74,18
17,46,Care Home,M,65-74,20
17,46,Home / Non-institution,M,65-74,23
17,46,Home / Non-institution,F,65-74,25
17,46,Hospital,F,65-74,46
17,46,Hospital,M,65-74,72
17,46,Other institution,F,65-74,2
17,47,Care Home,M,65-74,7
17,47,Care Home,F,65-74,13
17,47,Home / Non-institution,F,65-74,29
17,47,Home / Non-institution,M,65-74,48
17,47,Hospital,F,65-74,48
17,47,Hospital,M,65-74,53
17,47,Other institution,F,65-74,1
17,47,Other institution,M,65-74,1
17,48,Care Home,M,65-74,19
17,48,Care Home,F,65-74,22
17,48,Home / Non-institution,F,65-74,22
17,48,Home / Non-institution,M,65-74,49
17,48,Hospital,F,65-74,44
17,48,Hospital,M,65-74,67
17,49,Care Home,F,65-74,17
17,49,Care Home,M,65-74,19
17,49,Home / Non-institution,F,65-74,26
17,49,Home / Non-institution,M,65-74,48
17,49,Hospital,F,65-74,60
17,49,Hospital,M,65-74,67
17,50,Care Home,F,65-74,12
17,50,Care Home,M,65-74,14
17,50,Home / Non-institution,F,65-74,23
17,50,Home / Non-institution,M,65-74,35
17,50,Hospital,F,65-74,42
17,50,Hospital,M,65-74,82
17,50,Other institution,M,65-74,1
17,50,Other institution,F,65-74,2
17,51,Care Home,F,65-74,14
17,51,Care Home,M,65-74,15
17,51,Home / Non-institution,F,65-74,43
17,51,Home / Non-institution,M,65-74,52
17,51,Hospital,F,65-74,56
17,51,Hospital,M,65-74,72
17,51,Other institution,M,65-74,1
17,52,Care Home,F,65-74,16
17,52,Care Home,M,65-74,20
17,52,Home / Non-institution,F,65-74,19
17,52,Home / Non-institution,M,65-74,28
17,52,Hospital,F,65-74,51
17,52,Hospital,M,65-74,58
17,52,Other institution,F,65-74,1
18,1,Care Home,M,65-74,8
18,1,Care Home,F,65-74,16
18,1,Home / Non-institution,F,65-74,43
18,1,Home / Non-institution,M,65-74,53
18,1,Hospital,M,65-74,67
18,1,Hospital,F,65-74,74
18,1,Other institution,F,65-74,4
18,2,Care Home,F,65-74,17
18,2,Care Home,M,65-74,26
18,2,Home / Non-institution,F,65-74,40
18,2,Home / Non-institution,M,65-74,64
18,2,Hospital,F,65-74,86
18,2,Hospital,M,65-74,95
18,2,Other institution,F,65-74,2
18,2,Other institution,M,65-74,2
18,3,Care Home,F,65-74,23
18,3,Care Home,M,65-74,26
18,3,Home / Non-institution,F,65-74,30
18,3,Home / Non-institution,M,65-74,47
18,3,Hospital,M,65-74,63
18,3,Hospital,F,65-74,77
18,3,Other institution,M,65-74,2
18,4,Care Home,F,65-74,10
18,4,Care Home,M,65-74,19
18,4,Home / Non-institution,F,65-74,45
18,4,Home / Non-institution,M,65-74,45
18,4,Hospital,F,65-74,70
18,4,Hospital,M,65-74,86
18,4,Other institution,F,65-74,1
18,5,Care Home,F,65-74,11
18,5,Care Home,M,65-74,17
18,5,Home / Non-institution,F,65-74,35
18,5,Home / Non-institution,M,65-74,46
18,5,Hospital,M,65-74,78
18,5,Hospital,F,65-74,79
18,5,Other institution,F,65-74,2
18,6,Care Home,F,65-74,13
18,6,Care Home,M,65-74,21
18,6,Home / Non-institution,F,65-74,30
18,6,Home / Non-institution,M,65-74,42
18,6,Hospital,F,65-74,51
18,6,Hospital,M,65-74,56
18,7,Care Home,F,65-74,8
18,7,Care Home,M,65-74,16
18,7,Home / Non-institution,F,65-74,26
18,7,Home / Non-institution,M,65-74,53
18,7,Hospital,M,65-74,61
18,7,Hospital,F,65-74,73
18,7,Other institution,F,65-74,1
18,7,Other institution,M,65-74,1
18,8,Care Home,F,65-74,17
18,8,Care Home,M,65-74,18
18,8,Home / Non-institution,F,65-74,27
18,8,Home / Non-institution,M,65-74,35
18,8,Hospital,F,65-74,58
18,8,Hospital,M,65-74,61
18,8,Other institution,M,65-74,1
18,8,Other institution,F,65-74,2
18,9,Care Home,F,65-74,13
18,9,Care Home,M,65-74,15
18,9,Home / Non-institution,F,65-74,32
18,9,Home / Non-institution,M,65-74,33
18,9,Hospital,F,65-74,40
18,9,Hospital,M,65-74,51
18,10,Care Home,F,65-74,17
18,10,Care Home,M,65-74,21
18,10,Home / Non-institution,F,65-74,31
18,10,Home / Non-institution,M,65-74,56
18,10,Hospital,F,65-74,70
18,10,Hospital,M,65-74,81
18,11,Care Home,F,65-74,14
18,11,Care Home,M,65-74,18
18,11,Home / Non-institution,F,65-74,25
18,11,Home / Non-institution,M,65-74,32
18,11,Hospital,F,65-74,49
18,11,Hospital,M,65-74,60
18,11,Other institution,F,65-74,1
18,12,Care Home,F,65-74,18
18,12,Care Home,M,65-74,19
18,12,Home / Non-institution,F,65-74,21
18,12,Home / Non-institution,M,65-74,34
18,12,Hospital,F,65-74,49
18,12,Hospital,M,65-74,63
18,13,Care Home,M,65-74,15
18,13,Care Home,F,65-74,17
18,13,Home / Non-institution,F,65-74,25
18,13,Home / Non-institution,M,65-74,39
18,13,Hospital,F,65-74,43
18,13,Hospital,M,65-74,54
18,14,Care Home,F,65-74,11
18,14,Care Home,M,65-74,18
18,14,Home / Non-institution,F,65-74,23
18,14,Home / Non-institution,M,65-74,37
18,14,Hospital,F,65-74,55
18,14,Hospital,M,65-74,66
18,14,Other institution,F,65-74,1
18,14,Other institution,M,65-74,1
18,15,Care Home,M,65-74,15
18,15,Care Home,F,65-74,19
18,15,Home / Non-institution,F,65-74,32
18,15,Home / Non-institution,M,65-74,45
18,15,Hospital,F,65-74,51
18,15,Hospital,M,65-74,73
18,15,Other institution,F,65-74,1
18,16,Care Home,F,65-74,12
18,16,Care Home,M,65-74,12
18,16,Home / Non-institution,F,65-74,26
18,16,Home / Non-institution,M,65-74,44
18,16,Hospital,F,65-74,50
18,16,Hospital,M,65-74,54
18,17,Care Home,M,65-74,11
18,17,Care Home,F,65-74,17
18,17,Home / Non-institution,F,65-74,28
18,17,Home / Non-institution,M,65-74,37
18,17,Hospital,F,65-74,44
18,17,Hospital,M,65-74,54
18,18,Care Home,F,65-74,10
18,18,Care Home,M,65-74,20
18,18,Home / Non-institution,F,65-74,29
18,18,Home / Non-institution,M,65-74,56
18,18,Hospital,F,65-74,39
18,18,Hospital,M,65-74,55
18,18,Other institution,M,65-74,1
18,19,Care Home,F,65-74,13
18,19,Care Home,M,65-74,17
18,19,Home / Non-institution,F,65-74,20
18,19,Home / Non-institution,M,65-74,36
18,19,Hospital,F,65-74,44
18,19,Hospital,M,65-74,51
18,19,Other institution,M,65-74,1
18,20,Care Home,M,65-74,9
18,20,Care Home,F,65-74,11
18,20,Home / Non-institution,F,65-74,32
18,20,Home / Non-institution,M,65-74,46
18,20,Hospital,F,65-74,43
18,20,Hospital,M,65-74,61
18,20,Other institution,F,65-74,1
18,21,Care Home,F,65-74,10
18,21,Care Home,M,65-74,12
18,21,Home / Non-institution,F,65-74,27
18,21,Home / Non-institution,M,65-74,39
18,21,Hospital,M,65-74,53
18,21,Hospital,F,65-74,55
18,21,Other institution,M,65-74,1
18,22,Care Home,F,65-74,10
18,22,Care Home,M,65-74,14
18,22,Home / Non-institution,F,65-74,29
18,22,Home / Non-institution,M,65-74,33
18,22,Hospital,F,65-74,47
18,22,Hospital,M,65-74,60
18,22,Other institution,M,65-74,1
18,22,Other institution,F,65-74,2
18,23,Care Home,M,65-74,9
18,23,Care Home,F,65-74,10
18,23,Home / Non-institution,F,65-74,23
18,23,Home / Non-institution,M,65-74,51
18,23,Hospital,F,65-74,37
18,23,Hospital,M,65-74,54
18,23,Other institution,F,65-74,1
18,23,Other institution,M,65-74,1
18,24,Care Home,F,65-74,13
18,24,Care Home,M,65-74,14
18,24,Home / Non-institution,F,65-74,17
18,24,Home / Non-institution,M,65-74,38
18,24,Hospital,F,65-74,30
18,24,Hospital,M,65-74,55
18,24,Other institution,F,65-74,1
18,24,Other institution,M,65-74,1
18,25,Care Home,F,65-74,9
18,25,Care Home,M,65-74,15
18,25,Home / Non-institution,F,65-74,24
18,25,Home / Non-institution,M,65-74,33
18,25,Hospital,F,65-74,49
18,25,Hospital,M,65-74,58
18,26,Care Home,M,65-74,14
18,26,Care Home,F,65-74,19
18,26,Home / Non-institution,F,65-74,17
18,26,Home / Non-institution,M,65-74,41
18,26,Hospital,F,65-74,51
18,26,Hospital,M,65-74,71
18,27,Care Home,M,65-74,12
18,27,Care Home,F,65-74,17
18,27,Home / Non-institution,F,65-74,34
18,27,Home / Non-institution,M,65-74,38
18,27,Hospital,F,65-74,52
18,27,Hospital,M,65-74,58
18,27,Other institution,M,65-74,1
18,27,Other institution,F,65-74,2
18,28,Care Home,F,65-74,12
18,28,Care Home,M,65-74,12
18,28,Home / Non-institution,F,65-74,28
18,28,Home / Non-institution,M,65-74,42
18,28,Hospital,F,65-74,40
18,28,Hospital,M,65-74,63
18,29,Care Home,M,65-74,10
18,29,Care Home,F,65-74,12
18,29,Home / Non-institution,F,65-74,21
18,29,Home / Non-institution,M,65-74,39
18,29,Hospital,M,65-74,43
18,29,Hospital,F,65-74,49
18,29,Other institution,M,65-74,1
18,30,Care Home,F,65-74,14
18,30,Care Home,M,65-74,17
18,30,Home / Non-institution,F,65-74,17
18,30,Home / Non-institution,M,65-74,29
18,30,Hospital,F,65-74,42
18,30,Hospital,M,65-74,50
18,31,Care Home,F,65-74,12
18,31,Care Home,M,65-74,15
18,31,Home / Non-institution,F,65-74,26
18,31,Home / Non-institution,M,65-74,37
18,31,Hospital,F,65-74,46
18,31,Hospital,M,65-74,65
18,31,Other institution,F,65-74,1
18,31,Other institution,M,65-74,1
18,32,Care Home,M,65-74,7
18,32,Care Home,F,65-74,16
18,32,Home / Non-institution,F,65-74,23
18,32,Home / Non-institution,M,65-74,25
18,32,Hospital,F,65-74,39
18,32,Hospital,M,65-74,67
18,32,Other institution,M,65-74,2
18,33,Care Home,M,65-74,13
18,33,Care Home,F,65-74,15
18,33,Home / Non-institution,F,65-74,24
18,33,Home / Non-institution,M,65-74,28
18,33,Hospital,F,65-74,39
18,33,Hospital,M,65-74,60
18,33,Other institution,F,65-74,1
18,34,Care Home,F,65-74,9
18,34,Care Home,M,65-74,14
18,34,Home / Non-institution,F,65-74,24
18,34,Home / Non-institution,M,65-74,24
18,34,Hospital,F,65-74,44
18,34,Hospital,M,65-74,53
18,35,Care Home,F,65-74,5
18,35,Care Home,M,65-74,15
18,35,Home / Non-institution,F,65-74,27
18,35,Home / Non-institution,M,65-74,30
18,35,Hospital,F,65-74,37
18,35,Hospital,M,65-74,47
18,36,Care Home,F,65-74,8
18,36,Care Home,M,65-74,12
18,36,Home / Non-institution,F,65-74,19
18,36,Home / Non-institution,M,65-74,27
18,36,Hospital,F,65-74,48
18,36,Hospital,M,65-74,61
18,36,Other institution,M,65-74,2
18,37,Care Home,M,65-74,10
18,37,Care Home,F,65-74,11
18,37,Home / Non-institution,F,65-74,29
18,37,Home / Non-institution,M,65-74,44
18,37,Hospital,M,65-74,48
18,37,Hospital,F,65-74,55
18,38,Care Home,F,65-74,8
18,38,Care Home,M,65-74,9
18,38,Home / Non-institution,F,65-74,19
18,38,Home / Non-institution,M,65-74,40
18,38,Hospital,F,65-74,37
18,38,Hospital,M,65-74,61
18,39,Care Home,F,65-74,10
18,39,Care Home,M,65-74,18
18,39,Home / Non-institution,F,65-74,18
18,39,Home / Non-institution,M,65-74,38
18,39,Hospital,F,65-74,34
18,39,Hospital,M,65-74,60
18,40,Care Home,F,65-74,8
18,40,Care Home,M,65-74,12
18,40,Home / Non-institution,F,65-74,18
18,40,Home / Non-institution,M,65-74,32
18,40,Hospital,F,65-74,43
18,40,Hospital,M,65-74,62
18,41,Care Home,F,65-74,9
18,41,Care Home,M,65-74,16
18,41,Home / Non-institution,F,65-74,15
18,41,Home / Non-institution,M,65-74,34
18,41,Hospital,F,65-74,44
18,41,Hospital,M,65-74,68
18,42,Care Home,F,65-74,10
18,42,Care Home,M,65-74,10
18,42,Home / Non-institution,F,65-74,29
18,42,Home / Non-institution,M,65-74,34
18,42,Hospital,F,65-74,39
18,42,Hospital,M,65-74,55
18,43,Care Home,M,65-74,10
18,43,Care Home,F,65-74,11
18,43,Home / Non-institution,F,65-74,15
18,43,Home / Non-institution,M,65-74,36
18,43,Hospital,F,65-74,46
18,43,Hospital,M,65-74,56
18,43,Other institution,F,65-74,1
18,43,Other institution,M,65-74,1
18,44,Care Home,F,65-74,16
18,44,Care Home,M,65-74,16
18,44,Home / Non-institution,F,65-74,26
18,44,Home / Non-institution,M,65-74,46
18,44,Hospital,F,65-74,46
18,44,Hospital,M,65-74,58
18,44,Other institution,F,65-74,1
18,44,Other institution,M,65-74,1
18,45,Care Home,F,65-74,11
18,45,Care Home,M,65-74,17
18,45,Home / Non-institution,F,65-74,28
18,45,Home / Non-institution,M,65-74,45
18,45,Hospital,F,65-74,50
18,45,Hospital,M,65-74,60
18,46,Care Home,F,65-74,15
18,46,Care Home,M,65-74,15
18,46,Home / Non-institution,F,65-74,26
18,46,Home / Non-institution,M,65-74,48
18,46,Hospital,F,65-74,49
18,46,Hospital,M,65-74,56
18,46,Other institution,F,65-74,1
18,47,Care Home,M,65-74,13
18,47,Care Home,F,65-74,17
18,47,Home / Non-institution,M,65-74,31
18,47,Home / Non-institution,F,65-74,36
18,47,Hospital,F,65-74,39
18,47,Hospital,M,65-74,62
18,47,Other institution,F,65-74,1
18,48,Care Home,F,65-74,14
18,48,Care Home,M,65-74,17
18,48,Home / Non-institution,F,65-74,27
18,48,Home / Non-institution,M,65-74,43
18,48,Hospital,F,65-74,53
18,48,Hospital,M,65-74,70
18,49,Care Home,M,65-74,15
18,49,Care Home,F,65-74,16
18,49,Home / Non-institution,F,65-74,19
18,49,Home / Non-institution,M,65-74,40
18,49,Hospital,F,65-74,46
18,49,Hospital,M,65-74,47
18,49,Other institution,M,65-74,1
18,50,Care Home,F,65-74,14
18,50,Care Home,M,65-74,15
18,50,Home / Non-institution,F,65-74,28
18,50,Home / Non-institution,M,65-74,41
18,50,Hospital,F,65-74,55
18,50,Hospital,M,65-74,74
18,50,Other institution,F,65-74,1
18,51,Care Home,F,65-74,16
18,51,Care Home,M,65-74,16
18,51,Home / Non-institution,F,65-74,32
18,51,Home / Non-institution,M,65-74,52
18,51,Hospital,M,65-74,62
18,51,Hospital,F,65-74,64
18,52,Care Home,M,65-74,10
18,52,Care Home,F,65-74,14
18,52,Home / Non-institution,F,65-74,19
18,52,Home / Non-institution,M,65-74,34
18,52,Hospital,F,65-74,50
18,52,Hospital,M,65-74,58
19,1,Care Home,F,65-74,12
19,1,Care Home,M,65-74,27
19,1,Home / Non-institution,F,65-74,33
19,1,Home / Non-institution,M,65-74,41
19,1,Hospital,F,65-74,50
19,1,Hospital,M,65-74,56
19,2,Care Home,F,65-74,15
19,2,Care Home,M,65-74,20
19,2,Home / Non-institution,F,65-74,23
19,2,Home / Non-institution,M,65-74,56
19,2,Hospital,F,65-74,77
19,2,Hospital,M,65-74,81
19,2,Other institution,M,65-74,1
19,3,Care Home,F,65-74,15
19,3,Care Home,M,65-74,15
19,3,Home / Non-institution,F,65-74,27
19,3,Home / Non-institution,M,65-74,43
19,3,Hospital,F,65-74,52
19,3,Hospital,M,65-74,76
19,3,Other institution,M,65-74,2
